patient,model,hyperparameters,sensitivity,specificity,roc_auc,precision,accuracy
chb01,svm_rbf,"{'clf__C': 100, 'clf__gamma': 0.001, 'clf__kernel': 'rbf'}",0.8874172185430463,0.9996029382568989,0.9435100783999727,0.9852941176470589,0.9963377023901311
chb02,svm_rbf,"{'clf__C': 1000, 'clf__gamma': 0.0001, 'clf__kernel': 'rbf'}",0.8,0.9992057188244639,0.899602859412232,0.9230769230769231,0.9968602825745683
chb03,svm_rbf,"{'clf__C': 10, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.8394160583941606,0.9958308516974389,0.9176234550457997,0.8455882352941176,0.9916892153073058
chb04,svm_rbf,"{'clf__C': 1000, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",0.5076923076923077,0.9985141158989599,0.7531032117956338,0.7857142857142857,0.9933028422084286
chb05,svm_rbf,"{'clf__C': 100, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",0.8808290155440415,0.9992058765137979,0.9400174460289196,0.9770114942528736,0.9948374760994264
chb06,svm_rbf,"{'clf__C': 1000, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",0.19607843137254902,0.9995054401582592,0.5977919357654041,0.5555555555555556,0.9969803414062981
chb07,svm_rbf,"{'clf__C': 1000, 'clf__gamma': 0.0001, 'clf__kernel': 'rbf'}",0.7857142857142857,0.9990208420758148,0.8923675638950501,0.8627450980392157,0.9973629424011103
chb08,svm_rbf,"{'clf__C': 1000, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",0.6394984326018809,0.98949246629659,0.8144954494492355,0.7937743190661478,0.9686742494872272
chb09,svm_rbf,"{'clf__C': 1000, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",0.9368421052631579,0.9995065627158788,0.9681743339895184,0.9468085106382979,0.9989245209229566
chb10,svm_rbf,"{'clf__C': 1000, 'clf__gamma': 0.001, 'clf__kernel': 'rbf'}",0.9675324675324676,1.0,0.9837662337662338,1.0,0.9995112892190402
chb11,svm_rbf,"{'clf__C': 1000, 'clf__gamma': 0.001, 'clf__kernel': 'rbf'}",0.9571428571428572,0.9992057188244639,0.9781742879836606,0.988929889298893,0.9963026867143209
chb13,svm_rbf,"{'clf__C': 1000, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.5384615384615384,0.9853087155052611,0.7618851269833997,0.5697674418604651,0.9697260011496456
chb14,svm_rbf,"{'clf__C': 1000, 'clf__gamma': 0.001, 'clf__kernel': 'rbf'}",0.2982456140350877,1.0,0.6491228070175439,1.0,0.9921476246564586
chb15,svm_rbf,"{'clf__C': 1000, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.3251088534107402,0.9469922572960096,0.6360505553533748,0.45621181262729127,0.8721620677610897
chb16,svm_rbf,"{'clf__C': 1000, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",0.3333333333333333,0.9978161604129442,0.6655747468731388,0.42105263157894735,0.994665085951393
chb17,svm_rbf,"{'clf__C': 100, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.19,0.9920571882446386,0.5910285941223193,0.3877551020408163,0.9713696156822286
chb18,svm_rbf,"{'clf__C': 100, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",0.8073394495412844,0.9982132221560452,0.9027763358486648,0.9072164948453608,0.994170229304314
chb19,svm_rbf,"{'clf__C': 1000, 'clf__gamma': 0.0001, 'clf__kernel': 'rbf'}",0.6172839506172839,0.9984114376489277,0.8078476941331059,0.8928571428571429,0.9904095386210472
chb20,svm_rbf,"{'clf__C': 100, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.59,0.9974190986698431,0.7937095493349215,0.8194444444444444,0.9894880280319253
chb21,svm_rbf,"{'clf__C': 1000, 'clf__gamma': 0.1, 'clf__kernel': 'rbf'}",0.35294117647058826,0.9932499503672821,0.6730955634189353,0.41379310344827586,0.9847208619000979
chb22,svm_rbf,"{'clf__C': 1000, 'clf__gamma': 0.001, 'clf__kernel': 'rbf'}",0.8873239436619719,0.9992057188244639,0.9432648312432179,0.9545454545454546,0.9971413721413721
chb23,svm_rbf,"{'clf__C': 100, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}",0.5753424657534246,0.9978561857972309,0.7865993257753279,0.7777777777777778,0.9924168944537519
